Title,Price,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Condition,Quantity,Description 1,Description 2,Description 3,Description 4,Description 5,Description 6,Description 7,Description 8,Local_Pickup_yes_or_no,Free_Shipping_yes_or_no,Shipping_Policy,Shipping_Cost,Return_Policy,Nonprofit,Percent_Donated,Main_Image_URL,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,META_SUPPLIER,META_SKU,META_UOM,META_purchaseCost,META_fullCost,META_sellPrice
OMNIKIN  MultiColor ball - 24 inch,65.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Ideal for all ages, as it teaches alertness, attentiveness and balancing of body with ball. It's a perfect tool to help kids develop their imagination and creativity. They re lightweight and can be tossed, even kicked, indoors or out. Great for pool use, ","too. All sizes come with one latex bladder. Replacement bladders sold separately.<p><iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/fTakscwBW3U?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795012&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027146,EACH,$42.89,$49.32,65.99
OMNIKIN  MultiColor ball - 33 inch,156.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Ideal for all ages, as it teaches alertness, attentiveness and balancing of body with ball. It's a perfect tool to help kids develop their imagination and creativity. They re lightweight and can be tossed, even kicked, indoors or out. Great for pool use, ","too. All sizes come with one latex bladder. Replacement bladders sold separately.<p><iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/fTakscwBW3U?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795018&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027147,EACH,$102.04,$117.35,156.99
OMNIKIN  MultiColor ball - 40 inch,204.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Ideal for all ages, as it teaches alertness, attentiveness and balancing of body with ball. It's a perfect tool to help kids develop their imagination and creativity. They re lightweight and can be tossed, even kicked, indoors or out. Great for pool use, ","too. All sizes come with one latex bladder. Replacement bladders sold separately.<p><iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/fTakscwBW3U?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795026&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027149,EACH,$133.24,$153.23,204.99
OMNIKIN  SIX balls - 18 inch - Set of 6 - Multiple Colors,257.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Six light and durable balls come in six different colors, to allow you to involve your entire class in many games simultaneously. Each individual team can have their own color, and score in six different colored hoops; or color can indicate the activity, ","with red balls they can only use their hands, blue their feet, yellow their heads, purple their knees, etc. Nylon covers are water-resistant and carry a full 3-year warranty, indoors and outdoors. One latex bladder is used for each 18 (.5m) SIX balll. 18"""," (.5m) Set of six.<p><iframe width=""640"" height=""360"" src=""https://www.youtube.com/embed/vAz7m4-KHEw?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></p>",,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795030&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027152,SET OF 6,$167.69,$192.84,257.99
OMNIKIN  Replacement Latex Bladder for 18 inch/24 inch,15.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Replacement Bladder to be used with OMNIKIN  Ultra balls, OMNIKIN  MultiColor balls, OMNIKIN  Basketball and OMNIKIN  SIX balls. 18""-24"" (.5m-.6m) latex bladder.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795007&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027153,EACH,$10.39,$11.95,15.99
OMNIKIN  Replacement Latex Bladder - 36 inch,29.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Replacement Bladder to be used with KIN-BALL  Practice sport balls, OMNIKIN  Ultra balls and OMNIKIN  MultiColor balls. 33""-36"" (.8m-.9m) latex bladder.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795022&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027155,EACH,$19.49,$22.41,29.99
OMNIKIN  Replacement Latex Bladder for 40 inch/48 inch,41.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Replacement Bladder to be used with KIN-Ball  sport balls, OMNIKIN  Ultra balls and OMNIKIN  MultiColor balls. 40""-48"" (1m-1.2m) latex bladder.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=794799&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027156,EACH,$27.29,$31.38,41.99
OMNIKIN  Replacement Latex Bladder - 60 to 72 inch,49.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"Replacement Bladder to be used with OMNIKIN  Ultra balls. 60""-72"" (1.5m-1.8m) latex bladder.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=795084&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027158,EACH,$32.49,$37.36,49.99
School Smart Paper Roll - 40 pound - 24 inch x 1000 feet - Kraft,39.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Heavy brown paper for bulletin boards, murals, large drawings and block prints.</p> <b> </b> <ul> <li>Sold Individually</li> <li>Versatile heavyweight kraft paper</li> <li>Economical choice for sketching, block prints, murals, large drawings and more</li>"," <li>Great for wrapping, book covers, stage decoration and a variety of other uses</li> <li>Fully recycleable</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=760631&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART ROLLS,KRAFT ROLL,,School Specialty,027174,EACH,$29.99,$34.49,39.99
OMNIKIN  Air Ball - 24 inch - Black/White,73.99,Sporting Goods,Exercise & Fitness,,,,,New,10000,"This Air Ball has a water-resistant, durable cover, but with a rugged latex bladder. Smaller size allows more activities such as bouncing, one hand shooting or kicking. Comes with one latex bladder. 24"" (.6m) Air Ball<p><iframe width=""640"" height=""360"" sr","c=""https://www.youtube.com/embed/ynNtvCrTHKw?feature=player_detailpage"" frameborder=""0"" allowfullscreen></iframe></p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=794949&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,BALLS,SUPER-SIZED/THERAPY,,School Specialty,027191,EACH,$48.09,$55.30,73.99
Abilitations Pencil Fidgets - Set of 4 Pencils with Fidgets,8.99,Health & Beauty,Health Care,,,,,New,10000,"Have kids who break their pencils? Chew off their erasers? Destroy all their writing tools? Pencil Fidgets are the answer. This set of fidgets are a finger fantasy. Set includes four pencils, each with a different fidget (Spin Snapper, Nut N Bolt, Wingnut"," and Bump N Run Maze). So let them fidget and focus. Pencil style may vary.</p> <b> </b> <ul> <li>Set of 4</li> <li>Includes 4 pencils with fidgets</li> <li>Great for students that love to fidget</li> <li>Slide, spin, pull, or bump the pencil fidgets</li>", <li>Note: Pencil style may vary</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1131447&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,027233,SET OF 4,$6.74,$7.75,8.99
Rainbow Duo-Finish Kraft Roll - 36 inch x 1000 ft - White,52.49,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,,,New,10000,"Lightweight Rainbow Duo-Finish Kraft roll with 2 distinct finishes: one side is toothy for chalk, tempera, watercolor or acrylic paints; the other side is smooth and ideal for felt pen, finger painting, and fine line drawing. 36 inch x 1000 foot roll. Rol","ls come individually boxed.</p> <b> </b> <ul> <li>36"" X 1000'</li> <li>Dual surface</li> <li>Great for bulletin board displays</li> </ul> <p>",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=759620&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,ART ROLLS,KRAFT ROLL,,School Specialty,027288,EACH,$39.37,$45.28,52.49
Abilitations SeasonSqueeze Fidget Kit - 9 x 8 inches - Set of 4,29.99,Health & Beauty,Health Care,,,,,New,10000,"Four great squeeze products (each representing a different season) are irresistible to touch and manipulate. Each season is contained within a 9"" x 8"" (23cm x 20cm) plastic pouch filled with bi-colored (non-toxic) fluid with season effects. Season Squeeze"," can be manipulated with both hands, one hand or just a finger. Each set contains 1-spring, 1-summer, 1-autumn and 1-winter Season Squeeze. Abilitations Integrations.</p> <b> </b> <ul> <li>Set of 4</li> <li>Great for the fidgeter in your life</li> <li>Pre","ss down to make the non-toxic, bi-colored fluid shift</li> <li>Use one finger, one hand or both for a sensory exploration</li> <li>Designed by experts, perfect for use at home or the classroom</li> </ul> <p>",,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1069764&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,SPECIAL NEEDS,FINE MOTOR,STRENGHTENERS/FIDGETS,,School Specialty,027351,EACH,$22.49,$25.86,29.99
"Flexi-Cut Nosey Cups - Blue Cup: 2 oz. (59ml), Set of 5",9.99,Health & Beauty,Health Care,,,,,New,10000,Blue Flexi Cut Cups can be gently squeezed to change the shape of the cup lip. Made of flexible plastic with a cutout designed to promote drinking without neck extension. Blue Flexi Cut Cups can hole 2 oz. (59ml) of liquid. You can see the liquid through ,"the translucent plastic. Top rack dishwasher-safe. No heated drying.</p> <b> </b> <ul> <li>Speech / Oral Motor Solution</li> <li>Sold as Single Unit</li> <li>Designed by experts, perfect for use at home or the classroom</li> <li>Short Name: Cup Flexi-Cut ",2 Oz Blue</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029565&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,SPECIAL NEEDS,DAILY ROUTINES,MEALTIME,,School Specialty,027458,EACH,$7.49,$8.61,9.99
"Flexi-Cut Nosey Cups - Pink Cup: 1 oz. (30ml), Set of 5",8.99,Health & Beauty,Health Care,,,,,New,10000,Pink Flexi Cut Cups can be gently squeezed to change the shape of the cup lip. Made of flexible plastic with a cutout designed to promote drinking without neck extension. Pink Flexi Cut Cups can hole 1 oz. (30ml) of liquid. You can see the liquid through ,"the translucent plastic. Top rack dishwasher-safe. No heated drying.</p> <b> </b> <ul> <li>Speech / Oral Motor Solution</li> <li>Sold as Single Unit</li> <li>Designed by experts, perfect for use at home or the classroom</li> <li>Short Name: Cup Flexi-Cut ",1 Oz Pink</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1029576&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,SPECIAL NEEDS,DAILY ROUTINES,MEALTIME,,School Specialty,027459,EACH,$6.74,$7.75,8.99
BIC Round Stic Medium Point Ballpoint Pen - Pack of 12 - Black,1.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"America's favorite pen. Bic's polypropylene barrel is lightweight and designed to fit comfortably in your hand. Tough, durable tungsten carbide point provides smooth writing every time. Black medium point. BX/12 <p><a href='http://ssiucm.schoolspecialty.c",om/ucm/groups/public/@guestprodmsds/documents/image/msds_027465.pdf 'target='_blank'><img src='http://ssiucm.schoolspecialty.com/ucm/groups/public/@guestmktger/documents/image/x386912.jpg' border='0' alt='MSDS Sheet Download' /><br />MSDS download for BIC, Round Stic Medium Point Ballpoint Pen - Pack of 12 - Black</a></p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757691&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,027465,PACK OF 12,$1.12,$1.29,1.49
BIC Round Stic Medium Point Ballpoint Pen - Pack of 12 - Red,1.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"America's favorite pen. Bic's polypropylene barrel is lightweight and designed to fit comfortably in your hand. Tough, durable tungsten carbide point provides smooth writing every time. Red medium point. Dozen.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757756&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,027466,PACK OF 12,$1.12,$1.29,1.49
BIC Round Stic Medium Point Ballpoint Pen - Pack of 12 - Blue,1.49,Office Supplies,Office Instruments,Writing & Drawing Instruments,Pens & Pencils,Pens,,New,10000,"America's favorite pen. Bic's polypropylene barrel is lightweight and designed to fit comfortably in your hand. Tough, durable tungsten carbide point provides smooth writing every time. Blue Medium Point, dozen.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=757761&encrypt=.jpg,,,,,SCHOOL SUPPLIES,WRITING,BALLPOINT PENS,BALLPOINT STICK,,School Specialty,027469,PACK OF 12,$1.12,$1.29,1.49
Pacon 65 pound Card Stock - 8 1/2 x 11 - 100 Sheets - Multiple Colors,12.29,Office Supplies,General Supplies,Paper Products,Printer & Copier Paper,,,New,10000,"Heavyweight, acid-free, 65lb cover is suitable for most laser printers and copiers if put through manual feed. Package includes 100, 8-1/2"" x 11"" sheets. Colorful Assortment is 10 sheets per color of: Rojo Red, Pumpkin, Emerald Green, Hyper Yellow, Marine"," Blue, Violet, Hyper Lime, Hyper Pink, Cobalt Blue and Gold.",,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=761179&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,OFFICE PAPER,COLOR COPY,,School Specialty,027601,PACK OF 100,$9.22,$10.60,12.29
School Smart Heavyweight Construction Paper - 9 x 12 inches - Pack of 50 Sheets - Hot Pink,1.39,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 50 Sheets</li> <li>High quality paper at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Brilliant color</li> <li>Recyclable</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756825&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,027610,PACK OF 50,$1.04,$1.20,1.39
School Smart Heavyweight Construction Paper - 12 x 18 inches - Pack of 50 Sheets - Hot Pink,2.59,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 50 Sheets</li> <li>High quality paper at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Brilliant color</li> <li>Recyclable</li> </ul> <p>,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756994&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,027611,PACK OF 50,$1.94,$2.23,2.59
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Black,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756765&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,027921,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Holiday Red,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756818&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028018,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Red,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756793&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028019,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Pink,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756139&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028020,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Bright Green,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756200&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028021,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Brown,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756892&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028025,PACK OF 100,$6.74,$7.75,8.99
School Smart Heavyweight Construction Paper - 18 x 24 inches - Pack of 100 Sheets - Bright White,8.99,Arts & Entertainment,Hobbies & Creative Arts,Crafts & Hobbies,Art Paper,Construction Paper,,New,10000,"All purpose, high bulk, high strength and smooth textured construction paper. Long, strong fibers cut cleanly and fold evenly without cracking. Available in 31 brilliant colors as well as an assorted pack. Made of 65# Groundwood. Environmentally friendly,", chemical-free pulp processing. Recyclable.</p> <b> </b> <ul> <li>Pack of 100 Sheets</li> <li>High quality at an economical price</li> <li>Excellent cutting and folding characteristics</li> <li>Heavyweight groundwood paper provides brilliant color and acc,epts most media</li> <li>Great value!</li> </ul> <p>,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=756481&encrypt=.jpg,,,,,SCHOOL SUPPLIES,PAPER,CONSTRUCTION,GROUNDWOOD,,School Specialty,028026,PACK OF 100,$6.74,$7.75,8.99
Athletic Specialties Referee and Sideline Crew Vests - Black and White,6.19,Sporting Goods,Exercise & Fitness,,,,,New,10000,"These Referee And Sideline Crew Vests are nylon in white and black for game officials or sideline crew. Slip-on style, with hook-and-loop fasteners to keep them in place.",,,,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1030058&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,PHYSICAL EDUCATION,ORGANIZATION,PINNIES/VESTS,,School Specialty,029265,EACH,$4.64,$5.34,6.19
Abilitations Speech Bin Special Needs Mr Juice Bear Straw Drinking Teaching Cup with Three Straws,8.49,Health & Beauty,Health Care,,,,,New,10000,"Mr. Juice Bear is your answer to these questions: Working on the suck-swallow-breathe process without success? Teaching straw drinking? Or, have a child with low oral tone and speech delays? Gentle pressure to the bears belly puts liquids at just the righ","t place to initiate suck. No more neck hyper-extension! Tried and true method used for decades. A loveable, everyday cup, too. Just say No to sippy cups for at-risk kids. Comes with 3 bite-resistant, non-crushable straws made from strong tubing. Use of th",is product requires adult supervision at all times. Abilitations Speech Bin.</p> <b> </b> <ul> <li>Sold as Single Unit</li> <li>Designed for students with special needs</li> <li>Students will learn to sip and swallow with the help of Mr. Juice Bear</li> <,li>Includes 3 bite resistant straws</li> </ul> <p>,,,,,No,No,Free shipping over $49,0,Call for return authorization within 15 days,Huterra Foundation Inc,10,https://store.schoolspecialty.com/OA_HTML/ibcGetAttachment.jsp?cItemId=1069580&encrypt=.jpg,,,,,CLASSROOM SUPPLIES,SPECIAL NEEDS,SENSORY SOLUTIONS,ORAL,,School Specialty,029829,EACH,$6.37,$7.33,8.49
